""	"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"V1"	"V3"	"V13"	"Protein.names"	"Organism"	"Gene.Ontology..biological.process."	"Gene.Ontology.IDs"	"transcript_type"
"1"	"rereb"	210.588811790332	0.590725192475181	0.138481134038392	4.26537553519362	1.99566243195712e-05	0.00010907314737849	"XM_060060793.1"	"Q80TZ9"	8.87e-125	"Arginine-glutamic acid dipeptide repeats protein (Atrophin-2)"	"Mus musculus (Mouse)"	"branching morphogenesis of a nerve [GO:0048755]; cerebellar granule cell precursor proliferation [GO:0021930]; cerebellar Purkinje cell layer maturation [GO:0021691]; cerebellum development [GO:0021549]; chromatin remodeling [GO:0006338]; dendrite morphogenesis [GO:0048813]; radial glia guided migration of Purkinje cell [GO:0021942]"	"GO:0000118; GO:0003682; GO:0003713; GO:0003714; GO:0005634; GO:0006338; GO:0016605; GO:0021549; GO:0021691; GO:0021930; GO:0021942; GO:0043565; GO:0046872; GO:0048755; GO:0048813"	"transcript variant X1, mRNA"
"2"	"p4htmb"	40.9155565987881	1.31396795816719	0.244565283261066	5.36622417835671	8.04020000180031e-08	7.3131763920611e-07	"XM_060060920.1"	"Q9NXG6"	1.74e-166	"Transmembrane prolyl 4-hydroxylase (P4H-TM) (EC 1.14.11.29) (Hypoxia-inducible factor prolyl hydroxylase 4) (HIF-PH4) (HIF-prolyl hydroxylase 4) (HPH-4)"	"Homo sapiens (Human)"	"peptidyl-proline hydroxylation to 4-hydroxy-L-proline [GO:0018401]; regulation of erythrocyte differentiation [GO:0045646]"	"GO:0004656; GO:0005506; GO:0005509; GO:0005783; GO:0005789; GO:0016706; GO:0018401; GO:0031418; GO:0045646"	"mRNA"
"3"	"LOC132464874"	16.6971225998137	-1.21145454633079	0.29738459201287	-4.07270880903443	4.64695072897574e-05	0.000232850419179011	NA	NA	NA	NA	NA	NA	NA	NA
"4"	"usp48"	277.83283406996	0.711493914992649	0.120405692036704	5.90923113376367	3.43708163578109e-09	3.94784795328438e-08	"XM_060061834.1"	"A0A0R4IB93"	0	NA	NA	NA	NA	"transcript variant X1, mRNA"
"5"	"atxn7l2a"	46.8860895595891	-0.93003729679407	0.250349318689023	-3.70971110033638	0.000207495884819178	0.000881441090987892	"XM_060061942.1"	"Q5T6C5"	2.08e-36	"Ataxin-7-like protein 2"	"Homo sapiens (Human)"	""	""	"transcript variant X1, mRNA"
"6"	"arfrp1"	88.6666243046867	0.662056047193062	0.175273873001105	3.77665417561714	0.000158949184358855	0.00069412026662103	"XM_060062213.1"	"Q32LJ2"	2.5e-130	"ADP-ribosylation factor-related protein 1 (ARF-related protein 1)"	"Bos taurus (Bovine)"	"gastrulation [GO:0007369]; Golgi to plasma membrane protein transport [GO:0043001]; intracellular protein transport [GO:0006886]; protein localization to Golgi apparatus [GO:0034067]; retrograde transport, endosome to Golgi [GO:0042147]"	"GO:0003924; GO:0005525; GO:0005794; GO:0005802; GO:0005829; GO:0006886; GO:0007369; GO:0016020; GO:0034067; GO:0042147; GO:0043001"	"mRNA"
"7"	"si:dkey-78k11.9"	14.4733978393802	0.844031431691478	0.204697585156349	4.11875879398886	3.80918610916617e-05	0.000195161516526677	"XM_060062306.1"	"P47900"	8.47e-69	"P2Y purinoceptor 1 (P2Y1) (ADP receptor) (Purinergic receptor)"	"Homo sapiens (Human)"	"adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway [GO:0007193]; aging [GO:0007568]; blood vessel diameter maintenance [GO:0097746]; cell surface receptor signaling pathway [GO:0007166]; cellular response to ATP [GO:0071318]; cellular response to purine-containing compound [GO:0071415]; eating behavior [GO:0042755]; establishment of localization in cell [GO:0051649]; G protein-coupled adenosine receptor signaling pathway [GO:0001973]; G protein-coupled receptor signaling pathway [GO:0007186]; glial cell migration [GO:0008347]; ion transport [GO:0006811]; negative regulation of binding [GO:0051100]; negative regulation of norepinephrine secretion [GO:0010700]; phospholipase C-activating G protein-coupled receptor signaling pathway [GO:0007200]; platelet activation [GO:0030168]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of hormone secretion [GO:0046887]; positive regulation of inositol trisphosphate biosynthetic process [GO:0032962]; positive regulation of ion transport [GO:0043270]; positive regulation of penile erection [GO:0060406]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein localization to plasma membrane [GO:0072659]; regulation of cell shape [GO:0008360]; regulation of presynaptic cytosolic calcium ion concentration [GO:0099509]; regulation of signaling receptor activity [GO:0010469]; regulation of synaptic vesicle exocytosis [GO:2000300]; relaxation of muscle [GO:0090075]; response to growth factor [GO:0070848]; response to mechanical stimulus [GO:0009612]; sensory perception of pain [GO:0019233]; signal transduction involved in regulation of gene expression [GO:0023019]"	"GO:0001621; GO:0001934; GO:0001973; GO:0005524; GO:0005739; GO:0005886; GO:0005929; GO:0006811; GO:0007166; GO:0007186; GO:0007193; GO:0007200; GO:0007204; GO:0007568; GO:0008347; GO:0008360; GO:0009612; GO:0009986; GO:0010469; GO:0010700; GO:0014069; GO:0016323; GO:0016324; GO:0019233; GO:0023019; GO:0030168; GO:0030425; GO:0031686; GO:0032962; GO:0038023; GO:0042755; GO:0043270; GO:0043531; GO:0044297; GO:0045028; GO:0045031; GO:0045211; GO:0045944; GO:0046887; GO:0046982; GO:0048787; GO:0051100; GO:0051649; GO:0060406; GO:0070374; GO:0070848; GO:0071318; GO:0071415; GO:0072659; GO:0090075; GO:0097110; GO:0097746; GO:0098978; GO:0099509; GO:2000300"	"transcript variant X1, mRNA"
"8"	"si:ch73-267c23.10"	40.1916380839502	0.78696415803125	0.195523726567385	4.02565687575085	5.68164870502483e-05	0.000278665967766809	"XM_060062318.1"	"Q13530"	1.66e-165	"Serine incorporator 3 (Tumor differentially expressed protein 1)"	"Homo sapiens (Human)"	"defense response to virus [GO:0051607]; detection of virus [GO:0009597]; innate immune response [GO:0045087]; L-serine biosynthetic process [GO:0006564]; positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway [GO:1902237]"	"GO:0000139; GO:0005886; GO:0006564; GO:0009597; GO:0015194; GO:0016020; GO:0045087; GO:0048471; GO:0051607; GO:1902237"	"transcript variant X1, mRNA"
"9"	"svbp"	60.5994961295219	-0.8708703132817	0.243254722421951	-3.58060755996843	0.00034279619247656	0.00137090720213905	"XM_060062578.1"	"P0C8M3"	5.08e-29	"Small vasohibin-binding protein (Coiled-coil domain-containing protein 23)"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"axon development [GO:0061564]; negative regulation of protein ubiquitination [GO:0031397]; protein secretion [GO:0009306]; proteolysis [GO:0006508]; regulation of metallopeptidase activity [GO:1905048]"	"GO:0005576; GO:0005737; GO:0005856; GO:0006508; GO:0008017; GO:0009306; GO:0031397; GO:0045177; GO:0061564; GO:1905048"	"mRNA"
"10"	"LOC132465764"	84.5168281597795	1.48664728380291	0.150379728152131	9.87764991036375	5.20389953708308e-23	3.2951358735453e-21	"XM_060062537.1"	"Q06274"	0	"Integrin alpha-5 (Fibronectin receptor subunit alpha) (Integrin alpha-F) (VLA-5) [Cleaved into: Integrin alpha-5 heavy chain; Integrin alpha-5 light chain]"	"Xenopus laevis (African clawed frog)"	"cell adhesion mediated by integrin [GO:0033627]; integrin-mediated signaling pathway [GO:0007229]"	"GO:0005886; GO:0005925; GO:0007229; GO:0008305; GO:0009986; GO:0033627; GO:0046872"	"transcript variant X1, mRNA"
"11"	"LOC132465638"	128.982436734126	0.62430348712348	0.204219681202989	3.05631863235492	0.00224072996062703	0.0071323084482515	"XM_060062334.1"	"D3Z6Q9"	2.2e-101	"Bridging integrator 2"	"Mus musculus (Mouse)"	"cell chemotaxis [GO:0060326]; phagocytosis, engulfment [GO:0006911]; plasma membrane tubulation [GO:0097320]; podosome assembly [GO:0071800]"	"GO:0001891; GO:0002102; GO:0005543; GO:0005886; GO:0005938; GO:0006911; GO:0042995; GO:0060326; GO:0070161; GO:0071800; GO:0097320"	"mRNA"
"12"	"LOC132465678"	18.1657339478118	-1.92462266404016	0.272128294217687	-7.003262059094	2.50070446635506e-12	4.68985026137348e-11	NA	NA	NA	NA	NA	NA	NA	NA
"13"	"LOC132465766"	317.178672079624	0.695065358656817	0.147103746309684	4.72505099392562	2.30057618763375e-06	1.5558027098206e-05	"XM_060062564.1"	"Q3ZC48"	8.51e-79	"DNA damage-regulated autophagy modulator protein 2 (Transmembrane protein 77)"	"Bos taurus (Bovine)"	"apoptotic process [GO:0006915]; autophagy [GO:0006914]; photoreceptor cell maintenance [GO:0045494]; regulation of autophagy [GO:0010506]; visual perception [GO:0007601]"	"GO:0001917; GO:0005764; GO:0005765; GO:0005794; GO:0006914; GO:0006915; GO:0007601; GO:0010506; GO:0016324; GO:0045494"	"mRNA"
"14"	"LOC132466025"	96.5594158617962	-1.20541688241152	0.205131349181295	-5.87265153040782	4.28879377870962e-09	4.84352571792229e-08	"XM_060063021.1"	"P31646"	0	"Sodium- and chloride-dependent GABA transporter 2 (GAT-2) (Solute carrier family 6 member 13)"	"Rattus norvegicus (Rat)"	"amino acid import across plasma membrane [GO:0089718]; creatine transmembrane transport [GO:0015881]; gamma-aminobutyric acid import [GO:0051939]; monocarboxylic acid transport [GO:0015718]; neurotransmitter transport [GO:0006836]; nitrogen compound transport [GO:0071705]; positive regulation of necrotic cell death [GO:0010940]; sodium ion transmembrane transport [GO:0035725]; taurine transport [GO:0015734]"	"GO:0005283; GO:0005308; GO:0005332; GO:0005368; GO:0005369; GO:0005886; GO:0006836; GO:0008028; GO:0010940; GO:0015171; GO:0015185; GO:0015718; GO:0015734; GO:0015881; GO:0016323; GO:0035725; GO:0042165; GO:0043005; GO:0051939; GO:0071705; GO:0089718"	"mRNA"
"15"	"tspo"	499.742583079209	1.46181201921505	0.145943283648489	10.0153267873843	1.3052981655927e-23	8.831325534058e-22	"XM_060062691.1"	"P50637"	3.58e-54	"Translocator protein (Mitochondrial benzodiazepine receptor) (PKBS) (Peripheral-type benzodiazepine receptor) (PBR)"	"Mus musculus (Mouse)"	"adrenal gland development [GO:0030325]; aging [GO:0007568]; behavioral response to pain [GO:0048266]; cellular hypotonic response [GO:0071476]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to zinc ion [GO:0071294]; chloride transport [GO:0006821]; cholesterol homeostasis [GO:0042632]; contact inhibition [GO:0060242]; establishment of protein localization to mitochondrion [GO:0072655]; glial cell migration [GO:0008347]; ion transport [GO:0006811]; lipid transport [GO:0006869]; maintenance of protein location in mitochondrion [GO:0072656]; negative regulation of ATP metabolic process [GO:1903579]; negative regulation of autophagy of mitochondrion [GO:1903147]; negative regulation of corticosterone secretion [GO:2000853]; negative regulation of glial cell proliferation [GO:0060253]; negative regulation of mitochondrion organization [GO:0010823]; negative regulation of nitric oxide biosynthetic process [GO:0045019]; negative regulation of protein ubiquitination [GO:0031397]; negative regulation of tumor necrosis factor production [GO:0032720]; peripheral nervous system axon regeneration [GO:0014012]; positive regulation of apoptotic process [GO:0043065]; positive regulation of calcium ion transport [GO:0051928]; positive regulation of glial cell proliferation [GO:0060252]; positive regulation of mitochondrial depolarization [GO:0051901]; positive regulation of necrotic cell death [GO:0010940]; positive regulation of reactive oxygen species metabolic process [GO:2000379]; regulation of steroid biosynthetic process [GO:0050810]; response to acetylcholine [GO:1905144]; response to manganese ion [GO:0010042]; response to progesterone [GO:0032570]; response to testosterone [GO:0033574]; response to vitamin B1 [GO:0010266]; response to xenobiotic stimulus [GO:0009410]; steroid biosynthetic process [GO:0006694]"	"GO:0005497; GO:0005739; GO:0005741; GO:0005783; GO:0005829; GO:0006694; GO:0006811; GO:0006821; GO:0006869; GO:0007568; GO:0008347; GO:0008503; GO:0009410; GO:0010042; GO:0010266; GO:0010823; GO:0010940; GO:0014012; GO:0015485; GO:0016020; GO:0030325; GO:0031397; GO:0032570; GO:0032720; GO:0033574; GO:0042632; GO:0043065; GO:0043231; GO:0044325; GO:0045019; GO:0048266; GO:0050810; GO:0051901; GO:0051928; GO:0060242; GO:0060252; GO:0060253; GO:0071222; GO:0071294; GO:0071476; GO:0072655; GO:0072656; GO:1903147; GO:1903579; GO:1905144; GO:2000379; GO:2000853"	"transcript variant X1, mRNA"
"16"	"patz1"	94.307700285292	0.696593817755682	0.215457686652952	3.23317269975992	0.0012242352978266	0.00420090190085612	"XM_060062968.1"	"Q5NBY9"	0	"POZ (BTB) and AT hook-containing zinc finger 1 (BTB/POZ domain zinc finger transcription factor) (Protein kinase A RI subunit alpha-associated protein) (Zinc finger and BTB domain-containing protein 19) (Zinc finger protein 278)"	"Mus musculus (Mouse)"	"male gonad development [GO:0008584]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of endothelial cell migration [GO:0010596]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA-templated transcription [GO:0006355]; regulation of gene expression [GO:0010468]; regulation of transcription by RNA polymerase II [GO:0006357]; spermatogenesis [GO:0007283]; T cell differentiation [GO:0030217]"	"GO:0000978; GO:0001227; GO:0001673; GO:0003682; GO:0005634; GO:0005654; GO:0006355; GO:0006357; GO:0007283; GO:0008584; GO:0010468; GO:0010596; GO:0030217; GO:0031625; GO:0045892; GO:0045893; GO:0046872"	"transcript variant X1, mRNA"
"17"	"LOC132466066"	390.91793280506	0.835464654351311	0.281266605521679	2.97088596451721	0.00296942018300707	0.00910364139284415	"XM_060063096.1"	"Q9BYW1"	8.04e-116	"Solute carrier family 2, facilitated glucose transporter member 11 (Glucose transporter type 11) (GLUT-11)"	"Homo sapiens (Human)"	"fructose transmembrane transport [GO:0015755]; glucose transmembrane transport [GO:1904659]; hexose transmembrane transport [GO:0008645]; monosaccharide transmembrane transport [GO:0015749]"	"GO:0005353; GO:0005355; GO:0005654; GO:0005886; GO:0008645; GO:0015149; GO:0015749; GO:0015755; GO:0016020; GO:0030054; GO:0051119; GO:1904659"	"mRNA"
"18"	"fkbp5"	522.937568596436	-1.14547794705213	0.214083100543499	-5.35050583369648	8.77087251612638e-08	7.92910421424311e-07	"XM_060063107.1"	"Q13451"	0	"Peptidyl-prolyl cis-trans isomerase FKBP5 (PPIase FKBP5) (EC 5.2.1.8) (51 kDa FK506-binding protein) (51 kDa FKBP) (FKBP-51) (54 kDa progesterone receptor-associated immunophilin) (Androgen-regulated protein 6) (FF1 antigen) (FK506-binding protein 5) (FKBP-5) (FKBP54) (p54) (HSP90-binding immunophilin) (Rotamase)"	"Homo sapiens (Human)"	"chaperone-mediated protein folding [GO:0061077]; protein folding [GO:0006457]; protein peptidyl-prolyl isomerization [GO:0000413]; response to bacterium [GO:0009617]"	"GO:0000413; GO:0003755; GO:0005528; GO:0005654; GO:0005737; GO:0005829; GO:0006457; GO:0009617; GO:0016020; GO:0031072; GO:0061077; GO:0070062"	"transcript variant X1, mRNA"
