Gma_1G0000010.1	sp	P22735	TGM1_HUMAN	50.659	683	318	7	328	2334	109	786	0.0	688
Gma_1G0000020.1	sp	Q9JI35	HRH3_CAVPO	54.684	395	160	4	136	1266	50	443	1.98e-140	411
Gma_1G0000030.1	sp	A9UMG5	IMPTB_XENTR	66.556	302	94	3	22	924	6	301	3.47e-132	382
Gma_1G0000040.1	sp	Q9BXW6	OSBL1_HUMAN	63.028	971	333	8	7	2907	2	950	0.0	1193
Gma_1G0000070.1	sp	Q6AXK4	BABA1_DANRE	71.011	376	92	4	1	1122	1	361	1.51e-174	493
Gma_1G0000090.1	sp	P43136	NR2F6_MOUSE	70.073	411	101	3	31	1260	1	390	4.15e-160	459
Gma_1G0000100.1	sp	Q91049	OCLN_CHICK	48.082	391	175	6	490	1650	137	503	8.00e-81	265
Gma_1G0000110.1	sp	Q8BVP5	KC1G2_MOUSE	90.602	415	36	2	1	1236	1	415	0.0	728
Gma_1G0000120.1	sp	Q566X8	DMX1B_DANRE	71.910	89	24	1	217	480	39	127	1.23e-36	137
Gma_1G0000130.1	sp	Q8N1G1	REXO1_HUMAN	53.434	728	298	11	1540	3648	510	1221	0.0	692
Gma_1G0000140.1	sp	Q66I46	MKNK2_XENTR	71.190	479	122	4	1	1428	1	466	0.0	627
Gma_1G0000150.1	sp	Q8BSU7	MOB3A_MOUSE	86.792	212	28	0	13	648	6	217	8.97e-146	407
Gma_1G0000160.1	sp	P43404	ZAP70_MOUSE	59.259	540	188	9	7	1572	77	602	0.0	647
Gma_1G0000170.1	sp	O00160	MYO1F_HUMAN	74.772	1098	261	4	7	3267	6	1098	0.0	1683
Gma_1G0000180.1	sp	Q568I2	ACER1_DANRE	72.932	266	72	0	28	825	1	266	3.02e-151	426
Gma_1G0000190.1	sp	Q03111	ENL_HUMAN	63.529	595	175	13	1	1767	1	559	0.0	525
Gma_1G0000200.1	sp	Q7ZYC4	ACBG2_XENLA	71.186	236	68	0	289	996	84	319	3.98e-128	373
Gma_1G0000200.1	sp	Q7ZYC4	ACBG2_XENLA	80.645	62	12	0	992	1177	318	379	3.98e-128	107
Gma_1G0000210.1	sp	Q5EAP5	RFX2_DANRE	80.733	737	119	5	220	2370	1	734	0.0	1039
Gma_1G0000220.1	sp	E7FBF7	FCHO1_DANRE	73.432	271	57	3	2839	3615	622	889	8.42e-118	391
Gma_1G0000220.1	sp	E7FBF7	FCHO1_DANRE	68.063	191	36	1	157	654	8	198	3.91e-61	230
Gma_1G0000230.1	sp	Q92954	PRG4_HUMAN	46.888	241	99	3	1990	2625	1140	1380	3.23e-69	254
Gma_1G0000230.1	sp	Q92954	PRG4_HUMAN	48.837	86	42	1	25	276	19	104	4.37e-23	110
Gma_1G0000240.1	sp	P12270	TPR_HUMAN	53.382	1774	742	19	7	5199	162	1893	0.0	1396
Gma_1G0000240.1	sp	P12270	TPR_HUMAN	52.665	319	109	15	5491	6345	1997	2307	2.94e-54	214
Gma_1G0000250.1	sp	P20942	PHOS_RAT	60.435	230	83	3	34	699	17	246	3.68e-100	294
Gma_1G0000260.1	sp	P27607	PGH2_CHICK	71.891	587	162	3	67	1827	20	603	0.0	894
Gma_1G0000270.1	sp	P50392	PA24A_DANRE	77.534	730	163	1	25	2214	4	732	0.0	1211
Gma_1G0000280.1	sp	Q9CPW4	ARPC5_MOUSE	66.887	151	18	2	1	357	1	151	1.67e-53	167
Gma_1G0000290.1	sp	D3YXG0	HMCN1_MOUSE	66.762	1050	347	2	4	3147	4308	5357	0.0	1479
Gma_1G0000290.1	sp	D3YXG0	HMCN1_MOUSE	52.239	469	174	13	2347	3630	5175	5634	6.69e-135	460
Gma_1G0000290.1	sp	D3YXG0	HMCN1_MOUSE	35.640	578	311	13	7	1686	4220	4754	5.41e-69	259
Gma_1G0000290.1	sp	D3YXG0	HMCN1_MOUSE	36.493	211	122	6	4	606	3204	3412	2.06e-23	112
Gma_1G0000290.1	sp	D3YXG0	HMCN1_MOUSE	34.538	249	153	5	28	762	4046	4288	2.10e-22	108
Gma_1G0000290.1	sp	D3YXG0	HMCN1_MOUSE	34.483	203	127	4	16	606	1322	1524	3.36e-22	108
Gma_1G0000290.1	sp	D3YXG0	HMCN1_MOUSE	36.979	192	115	4	43	606	1984	2173	4.92e-22	107
Gma_1G0000290.1	sp	D3YXG0	HMCN1_MOUSE	36.170	188	118	2	46	606	3961	4147	1.59e-21	106
Gma_1G0000290.1	sp	D3YXG0	HMCN1_MOUSE	34.653	202	125	5	16	606	3399	3598	2.84e-21	105
Gma_1G0000290.1	sp	D3YXG0	HMCN1_MOUSE	34.359	195	125	2	28	606	488	681	3.72e-21	105
